What are your skills?,General_Agent_Capabilities
"Hi, what do you do?",General_Agent_Capabilities
Where can I find the frequently asked questions?,General_Agent_Capabilities
What kinds of things can you do?,General_Agent_Capabilities
What is this 4?,General_Agent_Capabilities
What features are in here?,General_Agent_Capabilities
Can you please give me a list of the types of things you can help me with?,General_Agent_Capabilities
Can you tell me what services you are able to help me with?,General_Agent_Capabilities
Do you have a list of things I can talk to you about?,General_Agent_Capabilities
Help now,General_Agent_Capabilities
What do you handle?,General_Agent_Capabilities
What do you do?,General_Agent_Capabilities
How can I use you?,General_Agent_Capabilities
How can you help me?,General_Agent_Capabilities
How can you solve my problems?,General_Agent_Capabilities
How do I use you?,General_Agent_Capabilities
I do not know what to ask,General_Agent_Capabilities
I'd like to know what type of questions you can answer for me.,General_Agent_Capabilities
Is there anything you can help me with?,General_Agent_Capabilities
Tell me something,General_Agent_Capabilities
Tell me about what kind of things you do?,General_Agent_Capabilities
What are my options that you can help with?,General_Agent_Capabilities
What are my options?,General_Agent_Capabilities
What are you able to deal with?,General_Agent_Capabilities
What are you able to understand?,General_Agent_Capabilities
Agent help,General_Connect_to_Agent
"Yes, take me to a real person",General_Connect_to_Agent
Where is the closest agent?,General_Connect_to_Agent
Send me to an agent,General_Connect_to_Agent
Put me through to someone,General_Connect_to_Agent
Pls connect,General_Connect_to_Agent
Please let me talk to a human being.,General_Connect_to_Agent
Please connect me to a live agent,General_Connect_to_Agent
Please assist me to get to an agent,General_Connect_to_Agent
Operator please,General_Connect_to_Agent
Need help from human,General_Connect_to_Agent
Is there anyone there I can actually talk to for real?,General_Connect_to_Agent
I would like to speak to someone,General_Connect_to_Agent
I would like to speak to a human,General_Connect_to_Agent
I want to talk to a person,General_Connect_to_Agent
I want an agent to help me,General_Connect_to_Agent
I want agent,General_Connect_to_Agent
I want a manager,General_Connect_to_Agent
I need to speak to a representative. How would I go about doing so?,General_Connect_to_Agent
I don't want to talk to you,General_Connect_to_Agent
I don't want to talk to a bot.,General_Connect_to_Agent
How can I skip the recorded menu and go straight to a live person?,General_Connect_to_Agent
Hi can you transfer me,General_Connect_to_Agent
Do not want a robot?,General_Connect_to_Agent
Customer service representative please.,General_Connect_to_Agent
Could you please transfer me to your master?,General_Connect_to_Agent
Contact person,General_Connect_to_Agent
Connect me to a live operator please.,General_Connect_to_Agent
Can you connect me with a real person?,General_Connect_to_Agent
Can you assist me to connect to an agent?,General_Connect_to_Agent
Can I talk to someone?,General_Connect_to_Agent
Can I speak with somebody?,General_Connect_to_Agent
Can I speak to an advisor?,General_Connect_to_Agent
Can I speak to a live person?,General_Connect_to_Agent
Can I speak to a human please?,General_Connect_to_Agent
Can I connect to an agent?,General_Connect_to_Agent
Call agent,General_Connect_to_Agent
"A real agent, please.",General_Connect_to_Agent
Go away,General_Ending
Bye bye,General_Ending
Bye now,General_Ending
Catch you later,General_Ending
Cya later,General_Ending
End trial,General_Ending
Ending this session,General_Ending
"Finished now, good bye",General_Ending
Get lost,General_Ending
Go off,General_Ending
Going now,General_Ending
Good. bye.,General_Ending
Goodbye,General_Ending
Have a nice day?,General_Ending
Hey bot go away,General_Ending
I am leaving,General_Ending
I am out of here,General_Ending
I d like to stop doing this,General_Ending
I have got to go,General_Ending
I want to quit,General_Ending
I'm done,General_Ending
Im done,General_Ending
Im good thank you,General_Ending
I'm leaving now,General_Ending
It was nice chatting with you,General_Ending
Ok goodbye,General_Ending
See you later,General_Ending
See you,General_Ending
Shut up,General_Ending
Stop doing this,General_Ending
Stop talking to me,General_Ending
Thank you for your time,General_Ending
"Thanks, bye!",General_Ending
"Thanks very much, bye!",General_Ending
That is all,General_Ending
That's everything,General_Ending
Time to go,General_Ending
Hi there,General_Greetings
Hi advisor,General_Greetings
Hey you,General_Greetings
Hey twin,General_Greetings
Hey there,General_Greetings
Hey there all,General_Greetings
Hey how are you doing,General_Greetings
Hello,General_Greetings
Hello I am looking for some help here,General_Greetings
Hello Agent,General_Greetings
Have you been well?,General_Greetings
Greetings,General_Greetings
Good to see you,General_Greetings
Good morning,General_Greetings
Good evening,General_Greetings
Good day,General_Greetings
You there,General_Greetings
Who is this?,General_Greetings
What's up?,General_Greetings
What's new?,General_Greetings
Ok take me back,General_Greetings
Looking good eve,General_Greetings
How r u?,General_Greetings
How is it going?,General_Greetings
How have you been?,General_Greetings
How are you today?,General_Greetings
How are things going?,General_Greetings
Am I talking to a person or am I talking to an AI?,General_Human_or_Bot
Are you a human or a bot?,General_Human_or_Bot
Is this a computer?,General_Human_or_Bot
How can you prove you are a human?,General_Human_or_Bot
Are you real?,General_Human_or_Bot
Are you human?,General_Human_or_Bot
Are you even real?,General_Human_or_Bot
Are you a robot?,General_Human_or_Bot
Am I chatting with a human?,General_Human_or_Bot
Am I talking to Watson?,General_Human_or_Bot
Am I talking to a Bot?,General_Human_or_Bot
"Tell me, are you a human or no?",General_Human_or_Bot
Do you have humor?,General_Jokes
Can you tell me a joke?,General_Jokes
Can you tell a joke?,General_Jokes
Are there jokes?,General_Jokes
Another joke,General_Jokes
I want a joke,General_Jokes
I am getting bored,General_Jokes
Do you like humor?,General_Jokes
Do you like fun?,General_Jokes
Do you have a joke?,General_Jokes
I'm bored,General_Jokes
One more joke,General_Jokes
Surprise me with something hilarious,General_Jokes
Tell me a joke,General_Jokes
Tell me something funny,General_Jokes
What do you do for fun?,General_Jokes
What is your favorite joke?,General_Jokes
You are on my nerves,General_Negative_Feedback
You do not seem smart,General_Negative_Feedback
You're really frustrating,General_Negative_Feedback
You're really irritating,General_Negative_Feedback
You're too stupid,General_Negative_Feedback
Hate you,General_Negative_Feedback
Everyone hates you,General_Negative_Feedback
Stupid,General_Negative_Feedback
Why are you so annoying?,General_Negative_Feedback
Why are you stupid?,General_Negative_Feedback
You are having delusions,General_Negative_Feedback
You are very frustrating,General_Negative_Feedback
It is annoying,General_Negative_Feedback
Do not like you?,General_Negative_Feedback
I hate you,General_Negative_Feedback
I hate this!,General_Negative_Feedback
I do not like you,General_Negative_Feedback
Quit annoying me,General_Negative_Feedback
Robots are boring,General_Negative_Feedback
Robots are stupid,General_Negative_Feedback
This is great,General_Positive_Feedback
You've been so helpful :),General_Positive_Feedback
You're a genius!,General_Positive_Feedback
You the man,General_Positive_Feedback
You gave me exactly what I need!,General_Positive_Feedback
You are wonderful,General_Positive_Feedback
You are the best,General_Positive_Feedback
You are great,General_Positive_Feedback
You are awesome,General_Positive_Feedback
This is so cool,General_Positive_Feedback
This is good,General_Positive_Feedback
Thank you,General_Positive_Feedback
Ok thank you,General_Positive_Feedback
Love your work,General_Positive_Feedback
I'm looking forward to working with you again! :),General_Positive_Feedback
I like what you did there! :),General_Positive_Feedback
How cool is this?,General_Positive_Feedback
Can't believe you are that good,General_Positive_Feedback
Brilliant!,General_Positive_Feedback
Are you safe on hackers?,General_Security_Assurance
Can I be sure that my stored card details are held securely?,General_Security_Assurance
Conversation secure?,General_Security_Assurance
Customer info secured?,General_Security_Assurance
Do you have protection against hacks?,General_Security_Assurance
How do I know if my card info is kept safe?,General_Security_Assurance
How do I know this chat is not a scam?,General_Security_Assurance
How is my credit card info secured?,General_Security_Assurance
How safe is my data?,General_Security_Assurance
I'd like proof of a secure chat,General_Security_Assurance
In what way can I tell if my plastic is safe?,General_Security_Assurance
Is my card info secure?,General_Security_Assurance
Is my payment information secure?,General_Security_Assurance
Is there a reason to distrust this chat?,General_Security_Assurance
Is this a trusted chat site?,General_Security_Assurance
Is this an official chat?,General_Security_Assurance
Is this conversation secure?,General_Security_Assurance
Precautions hackers?,General_Security_Assurance
Protection hacks?,General_Security_Assurance
Secure conversation?,General_Security_Assurance
What guards do you have in place to protect your customer's data?,General_Security_Assurance
What makes this chat trustworthy?,General_Security_Assurance
What safety measures are used to ensure that chat is secure?,General_Security_Assurance
Why would I trust this chat?,General_Security_Assurance
Will my conversation remain secured?,General_Security_Assurance
Are you safe?,General_Security_Assurance
How to find my body fat percentage?,Have_body_fat_percentage
How to know my body fat percentage?,Have_body_fat_percentage
What is the fastest way to get my body fat percentage?,Have_body_fat_percentage
How can I check my body fat percentage at home?,Have_body_fat_percentage
How do I measure body fat?,Have_body_fat_percentage
How much should I weigh?,Ideal_weigh
What is my ideal weight for my age?,Ideal_weigh
How much should a male weigh?,Ideal_weigh
How much should a female weigh?,Ideal_weigh
How much should I weigh by sex and height?,Ideal_weigh
How do I know my ideal weight?,Ideal_weigh
How much should I weigh for my height and age?,Ideal_weigh
How to stay fit?,Keeping_fit_requires_lifestyle_changes
How to stay fit and healthy?,Keeping_fit_requires_lifestyle_changes
How do you maintain a healthy and fit lifestyle?,Keeping_fit_requires_lifestyle_changes
What lifestyle changes can you make to be more fit?,Keeping_fit_requires_lifestyle_changes
Does maintaining physical fitness requires major lifestyle changes?,Keeping_fit_requires_lifestyle_changes
Keeping fit requires major lifestyle changes?,Keeping_fit_requires_lifestyle_changes
How does exercise lower the risk of obesity?,Moderate_exercises_deacrease_illness
How does exercise lower the risk of hypertension?,Moderate_exercises_deacrease_illness
How does exercise lower the risk of diabetes?,Moderate_exercises_deacrease_illness
Does moderate exercises decrease the risk of diabetes?,Moderate_exercises_deacrease_illness
Does moderate exercises decrease the risk of hypertension?,Moderate_exercises_deacrease_illness
How does exercise lower the risk of heart disease?,Moderate_exercises_deacrease_illness
Does moderate exercises decrease the risk of obesity?,Moderate_exercises_deacrease_illness
Does moderate exercises decrease the risk of heart disease?,Moderate_exercises_deacrease_illness
Why do people say muscle weighs more than fat?,Muscles_weigh_more_than_fat
Do muscles weigh more than fat?,Muscles_weigh_more_than_fat
How much more does muscle weigh than fat?,Muscles_weigh_more_than_fat
Does Muscle Weigh More Than Fat?,Muscles_weigh_more_than_fat
Is muscle heavier than fat?,Muscles_weigh_more_than_fat
How do I start going to the gym in the morning?,Not_morning_person
How do I exercise at 5am?,Not_morning_person
Why is it so difficult to force yourself to exercise in the morning?,Not_morning_person
Why is it often so much harder to work out in the morning,Not_morning_person
What if you're not a morning person and it's difficult to go to the gym after work?,Not_morning_person
How to Exercise Before Work?,Not_morning_person
How many times a week should I exercise?,Number_train_session_per_week
how many days a week should i workout to build muscle?,Number_train_session_per_week
How many times a week do I have to work out to see the results?,Number_train_session_per_week
How many times a week should you go to the gym?,Number_train_session_per_week
Is gym 3 times a week enough?,Number_train_session_per_week
Can you be too old to exercise?,Seniors_enjoy_physical_activity
Are seniors least likely to enjoy physical activity?,Seniors_enjoy_physical_activity
Why is physical activity a necessity for older adults?,Seniors_enjoy_physical_activity
Are you ever too old to exercise?,Seniors_enjoy_physical_activity
When Are You Too Old to Exercise?,Seniors_enjoy_physical_activity
Why do my clothes feel looser but no weight loss?,Size_clothes_dropped_but_no_bodyweight
Why am I not losing weight but look slimmer?,Size_clothes_dropped_but_no_bodyweight
Why the size of my pants dropped but not my weight on the scale?,Size_clothes_dropped_but_no_bodyweight
Why do I weigh the same but look thinner?,Size_clothes_dropped_but_no_bodyweight
Can I be losing inches and not pounds?,Size_clothes_dropped_but_no_bodyweight
Can I be losing centimeters and not kilos?,Size_clothes_dropped_but_no_bodyweight
Does cycling make your legs skinnier?,Spinning_make_legs_thinner
Does spinning make your legs thinner?,Spinning_make_legs_thinner
Can cycling slim down thighs?,Spinning_make_legs_thinner
How do you get lean legs when spinning?,Spinning_make_legs_thinner
Does spinning cause big thighs?,Spinning_make_legs_thinner
Does Spinning Make Your Thighs Slim?,Spinning_make_legs_thinner
Why do dieters regain weight?,Stop_diet_and_gain_weight
Why do you gain more weight after a diet?,Stop_diet_and_gain_weight
"Why People Diet, Lose Weight and Gain It All Back",Stop_diet_and_gain_weight
I had a diet but did not exercise. Why I gain weight after stopping it?,Stop_diet_and_gain_weight
Why so many people regain weight after dieting,Stop_diet_and_gain_weight
"When I sweat a lot, I burn more fat?",Sweat_more_burn_more_fat
Does sweating more burn more fat?,Sweat_more_burn_more_fat
Does sweating burn belly fat?,Sweat_more_burn_more_fat
Does sweating a lot mean you're burning fat?,Sweat_more_burn_more_fat
Does sweating mean you're burning more fat?,Sweat_more_burn_more_fat
What's the biggest mistake new people make at the gym?,The_biggest_mistake_in_gym
What is the most common mistake beginners make in the gym,The_biggest_mistake_in_gym
What is the biggest mistake people make at the gym?,The_biggest_mistake_in_gym
what is the stupid mistake to avoid in the gym,The_biggest_mistake_in_gym
What´s the biggest rookie mistake in gym?,The_biggest_mistake_in_gym
How hard should I train?,Training_intensity
How do you push yourself while working out?,Training_intensity
How hard should you push yourself at the gym?,Training_intensity
Can you push yourself too hard exercising?,Training_intensity
How hard do you need to workout to build muscle?,Training_intensity
How hard should you work out?,Training_intensity
How can I turn fat into muscle fast?,Turn_fat_into_muscle
How can I turn my belly fat into muscle?,Turn_fat_into_muscle
Can the body convert fat to muscle?,Turn_fat_into_muscle
Can you turn fat into muscle?,Turn_fat_into_muscle
How long does it take to turn fat into muscle?,Turn_fat_into_muscle
Why warm up is necessary?,Warm_up_exercise
Do you have to warm up before working out?,Warm_up_exercise
Should I warm-up before my workout?,Warm_up_exercise
Do I need to warm up before I exercise?,Warm_up_exercise
How important is it to warm-up before exercise?,Warm_up_exercise
Why is warm-up necessary before training?,Warm_up_exercise
Weight loss is the most important goal of training?,Weight_loss_is_the_main_goal
Is weight loss is the main goal of exercise?,Weight_loss_is_the_main_goal
Why is fitness more important than weight loss?,Weight_loss_is_the_main_goal
Is weight loss the most important goal of fitness?,Weight_loss_is_the_main_goal
Weight loss is the most important goal of workout?,Weight_loss_is_the_main_goal
Should weight loss be the most important goal in fitness?,Weight_loss_is_the_main_goal
Why do my pants feel tighter?,Weight_training_and_bigger_thighs
"Why since I started weight training, my thighs are bigger and I can't get into my pants?",Weight_training_and_bigger_thighs
Why are my thighs getting bigger from working out?,Weight_training_and_bigger_thighs
Why are my thighs getting bigger?,Weight_training_and_bigger_thighs
Why are my thighs getting bigger from exercise?,Weight_training_and_bigger_thighs
Why do my pants feel tighter after working out?,Weight_training_and_bigger_thighs
Does gaining muscle make your pants tighter?,Weight_training_and_bigger_thighs
